Feature ID	Taxon	Confidence
dd33624565009739932dc6449dbf12c4	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.964025572
3fd24ebce4b806ccc232f2fafa3db1f6	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.978452758
5c5c68b1b8de63e77e4502fccba5c4a7	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.923774401
42e7abb3715787574e9b115e9828e69a	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.977271375
ffce1bd4a8b2cf4a2efdedf2b37a2aca	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.971863424
b60a6e1aa58cf50358c4ce40d7d97504	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.921327455
d2d7208b58fee8a50aa470a7045284e3	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.97519327
695b19fe5b41844bdbe6051b3656ae0b	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.805191369
0aa2a9086fc57b8f3ae216a4e60cf1e8	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.959653211
a0b0db150e8314aabcbd9f2b3db0194d	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.987456119
e2b607c3d4c46489e31d64691b2ab207	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.990664711
7feb07e8cd98884528cfee60dff0fa9b	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.993095411
cfaed8ee6a2a489526bd54c191e318c3	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.977543508
9425eb25a17c9a1916d43dff3a1c011c	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.802376814
cf51061b69baa838091d25240e52bd3e	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__	0.951772274
c739658163c1ebc4cca28b70e792a6f6	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Turicella;s__	0.99999723
b3db06fe7d33d2e9ff2bc20076f00887	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Turicella;s__	0.999998112
69569664b5afea3c96aa78a83e0dd3e9	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.929956156
464d5db2a4bc644b438fe9625e6c1b3b	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__uncultured;s__	0.719502204
f88b1cce249bfe9330ba580cabfb6b55	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae	0.999997872
fe16b966ecdc90d0a624344d4f5c0946	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium;s__	0.998669201
b1a73e3c48cdeeca8302882eac25a75e	d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Simkaniaceae;g__Candidatus_Rhabdochlamydia;s__	0.9984861
15db512244541e15782e6d107cbd223e	d__Eukaryota	0.853157029
1c045d481237f82c7edd070409d43b74	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.766120849
0fc7a0e504ab9289ea395715d13d6049	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae	0.905071274
107e75d42f67aadd828e1a25895cff3f	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora;s__	0.709492555
3ef3e6a43b5aed56907e1f09f1c0f369	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae	0.9999551
c6b5e720242d9ec45fc1f28ba9e647e2	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae	0.999832441
8c437559bc1318c51a174a4ca530d744	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae	0.972832566
d191d861130e52541f73f3d00684df1d	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes;s__	0.876684754
d3c1dac5b53c265e5006f36fbd5a50f6	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.998107486
db4eb9894297f7fa3030388053e3d5a0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.997761173
8e1685b48843a7c6b65cbd5a6e304fa0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.998415838
2c99e97fd782b022a6c209b5c7b1e46b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria;g__Mitochondria;s__	0.999139327
e66ba660e782e6cda2e4ca925e07b702	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__	0.999678766
40d9f5051e635e7933ccce06792b2c7a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__	0.999041571
f4eb493a4e4bd392dd09169b6d751ccb	Unassigned	0.455164742
